time_stamp;event
88369;200
88421;200
88507;200
88691;200
88756;200
88761;200
89561;200
89561;400
90169;200
90200;200
90234;200
90450;200
90679;200
90891;200
90891;400
91353;200
91501;200
91608;200
91672;200
91799;200
92064;200
92103;200
93532;200
93554;200
96414;200
96414;400
96932;200
97591;200
98673;200
98788;200
99661;200
99676;200
100208;200
100379;200
101131;200
101529;200
101676;200
101877;200
102354;200
102983;200
103069;200
104038;200
105011;200
105203;200
105293;200
105662;200
106480;200
106762;200
106762;400
107205;200
107327;200
107428;200
107522;200
107659;200
107659;400
108216;200
108293;200
108398;200
108449;200
108497;200
108708;200
109177;200
109387;200
109533;200
109728;200
109845;200
109924;200
110429;200
110429;400
110904;200
111045;200
111140;200
111233;200
111347;200
111539;200
111680;200
111680;400
112299;200
112299;400
112739;200
112917;200
113052;200
113150;200
113202;200
113266;200
113482;200
113592;200
113695;200
114446;200
114446;400
114927;200
115153;200
115216;200
115594;200
115856;200
116011;200
116224;200
117317;200
117317;400
117736;200
117847;200
117908;200
118815;200
119046;200
119212;200
119234;200
119278;200
119527;200
120456;200
120580;200
120768;200
121260;200
121260;400
121917;200
121945;200
122175;200
122292;200
122604;200
122693;200
123265;200
123457;200
123753;200
124056;200
124204;200
124553;200
125157;200
125384;200
125829;200
125904;200
126234;200
126942;200
127258;200
127384;200
127384;400
127912;200
128062;200
128216;200
128317;200
128824;200
129187;200
129187;400
129787;200
129927;200
130075;200
130156;200
130248;200
130860;200
130945;200
131513;200
131796;200
131900;200
131981;200
132293;200
132548;200
132872;200
132995;200
133499;200
133690;200
133690;400
134208;200
134334;200
134418;200
134553;200
134733;200
134866;200
135006;200
135349;200
135589;200
135741;200
135993;200
136431;200
136629;200
136736;200
136822;200
137722;200
137860;200
137974;200
138216;200
138808;200
140349;200
140565;200
140897;200
141005;200
142485;200
142799;200
143579;200
143885;200
144125;200
144125;400
144531;200
144677;200
144803;200
144974;200
144974;400
145526;200
145791;200
145979;200
146157;200
146372;200
146523;200
146685;200
146833;200
147233;200
147454;200
147537;200
148037;200
148247;200
148331;200
148505;200
148823;200
148902;200
149161;200
149437;200
149512;200
149512;400
149934;200
150054;200
150105;200
150175;200
150307;200
150432;200
150599;200
150817;200
151371;200
152403;200
152403;400
152843;200
153684;200
153811;200
154410;200
154782;200
154895;200
155565;200
156709;200
157805;200
157914;200
158607;200
158607;400
158997;200
159160;200
159160;400
159604;200
159753;200
159882;200
160224;200
160332;200
160434;200
160860;200
161049;200
161314;200
161438;200
162367;200
163571;200
163650;200
163850;200
164888;200
165488;200
165546;200
165666;200
165735;200
165847;200
166137;200
167516;200
168017;200
168699;200
168801;200
170158;200
170158;400
170589;200
170782;200
170956;200
170956;400
171425;200
171470;200
171625;200
171846;200
172003;200
172072;200
172155;200
172155;400
172666;200
172811;200
172968;200
173021;200
173147;200
173247;200
173363;200
173559;200
173691;200
173850;200
173850;400
174696;200
174706;200
174803;200
174866;200
174955;200
175056;200
175122;200
175243;200
175422;200
175513;200
176323;200
176323;400
176892;200
177088;200
177309;200
177400;200
177597;200
177670;200
178957;200
179158;200
179248;200
179678;200
179771;200
180037;200
180037;400
180545;200
180683;200
180749;200
180932;200
180991;200
181080;200
181215;200
181335;200
181473;200
181960;200
182211;200
182301;200
182373;200
182596;200
182662;200
182770;200
182883;200
183152;200
183210;200
183428;200
183533;200
184036;200
184158;200
185374;200
185787;200
185880;200
186232;200
186412;200
186527;200
188971;200
188983;200
191107;200
191107;400
191687;200
192066;200
192167;200
192672;200
193445;200
193445;400
193924;200
194071;200
194144;200
194262;200
194352;200
195339;200
195339;400
195522;200
196139;200
196139;400
196591;200
196785;200
196887;200
196949;200
197379;200
197404;200
197408;200
197900;200
198086;200
198353;200
198353;400
199022;200
199282;200
199393;200
199826;200
199949;200
200043;200
200496;200
200808;200
201388;200
201474;200
201534;200
201647;200
201758;200
202000;200
202000;400
202446;200
202648;200
202730;200
202885;200
202885;400
203318;200
204448;200
204562;200
204839;200
205334;200
205645;200
205645;400
206166;200
206388;200
206471;200
206730;200
206740;200
206796;200
206900;200
207093;200
207718;200
208092;200
208385;200
208663;200
209060;200
209764;200
210339;200
210339;400
210745;200
210968;200
211057;200
211071;200
211203;200
211453;200
211517;200
211784;200
213007;200
213114;200
213184;200
213667;200
213731;200
213824;200
213940;200
215820;200
216125;200
216235;200
216536;200
216536;400
216536;999
