time_stamp;event
33146;200
33315;200
33315;400
33789;200
33789;400
34327;200
34431;200
34459;200
34537;200
34547;200
34679;200
34818;200
34926;200
35006;200
35006;400
35479;200
35536;200
35605;200
35686;200
35741;200
35882;200
36128;200
36254;200
36412;200
36664;200
36718;200
36797;200
36954;200
37086;200
37196;200
37342;200
37531;200
37619;200
37693;200
37862;200
37928;200
38026;200
38136;200
38258;200
38408;200
38516;200
38625;200
38744;200
39024;200
39099;200
39164;200
39225;200
39410;200
39615;200
39671;200
39761;200
39880;200
40043;200
40307;200
41489;200
41489;400
42108;200
42108;400
42626;200
42720;200
42740;200
42803;200
42853;200
42897;200
42978;200
43131;200
43298;200
43465;200
43514;200
43587;200
43622;200
43775;200
43910;200
43987;200
44075;200
44178;200
44735;200
44789;200
44934;200
44934;400
45442;200
45566;200
45669;200
45746;200
45882;200
45984;200
46085;200
46206;200
46333;200
46406;200
46602;200
47050;200
47115;200
47173;200
47295;200
47382;200
47504;200
47862;200
48195;200
48274;200
48312;200
48357;200
48397;200
48397;400
48987;200
49059;200
49104;200
49210;200
49332;200
49427;200
49511;200
49614;200
49725;200
49881;200
49991;200
50131;200
50131;400
50588;200
50668;200
50709;200
50746;200
50803;200
51097;200
51283;200
51562;200
51687;200
51743;200
51915;200
51951;200
52013;200
52056;200
52158;200
52244;200
52336;200
52443;200
52606;200
52829;200
52917;200
52994;200
53029;200
53382;200
53479;200
53587;200
53968;200
54520;200
54618;200
54618;400
55180;200
55260;200
55299;200
55362;200
55424;200
55563;200
55621;200
55647;200
55735;200
55789;200
55938;200
56049;200
56159;200
56240;200
56311;200
56398;200
56435;200
56574;200
56715;200
57049;200
57139;200
57169;200
57211;200
57252;200
57314;200
57510;200
57751;200
57896;200
57983;200
58059;200
58854;200
58907;200
59358;200
59405;200
59463;200
59508;200
59568;200
59778;200
59835;200
59941;200
60109;200
60211;200
60513;200
60550;200
60744;200
60904;200
60996;200
61393;200
61461;200
61581;200
61836;200
62734;200
62801;200
62850;200
62926;200
63068;200
63116;200
63142;200
63188;200
63240;200
63321;200
63378;200
63525;200
63660;200
63747;200
63918;200
64050;200
64341;200
64393;200
64449;200
64505;200
64595;200
64684;200
64760;200
65053;200
65053;400
65138;200
65625;200
65682;200
65732;200
65772;200
65830;200
65911;200
65911;400
66518;200
66587;200
66643;200
66728;200
66797;200
66873;200
66958;200
67025;200
67150;200
67349;200
67425;200
67500;200
67628;200
67704;200
67819;200
68156;200
68156;400
68718;200
68842;200
68893;200
68972;200
69037;200
69115;200
69185;200
69336;200
69665;200
69739;200
69925;200
69925;400
70409;200
70409;400
70499;200
71004;200
71072;200
71125;200
71202;200
71260;200
71327;200
71401;200
71462;200
71558;200
71720;200
71826;200
72008;200
72097;200
72143;200
72392;200
72482;200
72854;200
72938;200
73015;200
73139;200
73197;200
73602;200
73732;200
73818;200
73949;200
73949;400
74463;200
74572;200
74618;200
74667;200
74748;200
74824;200
74861;200
75048;200
75119;200
75119;400
75699;200
75744;200
75805;200
75899;200
75953;200
75953;400
76533;200
76561;200
76636;200
76718;200
76752;200
76814;200
76881;200
76971;200
77208;200
77281;200
77373;200
77460;200
77539;200
77626;200
77713;200
78987;200
78987;400
79525;200
79603;200
79675;200
79741;200
79815;200
79921;200
79998;200
80117;200
80258;200
80335;200
80736;200
80837;200
80878;200
80952;200
81004;200
81122;200
81186;200
81257;200
81305;200
81579;200
81687;200
81760;200
81864;200
82463;200
82569;200
82653;200
82729;200
82841;200
82865;200
83063;200
83259;200
83355;200
83463;200
84157;200
84157;400
84732;200
84846;200
84901;200
84997;200
85063;200
85481;200
85664;200
86951;200
87019;200
87096;200
87612;200
87783;200
88148;200
88627;200
90650;200
90650;400
91105;200
91155;200
91220;200
91264;200
91408;200
91448;200
91700;200
91794;200
91920;200
92245;200
93084;200
93084;400
93602;200
93681;200
93761;200
93889;200
95552;200
95608;200
95646;200
95691;200
95770;200
96310;200
96390;200
96433;200
96476;200
96524;200
96551;200
96586;200
96642;200
96729;200
96764;200
96806;200
97258;200
97330;200
97371;200
97464;200
97587;200
97699;200
97765;200
98012;200
98360;200
98510;200
98675;200
98747;200
98821;200
98928;200
99032;200
99156;200
99714;200
99762;200
101218;200
101299;200
101803;200
101877;200
102576;200
103927;200
103927;400
104412;200
104501;200
104548;200
104610;200
104673;200
104743;200
104816;200
104931;200
105157;200
105222;200
105407;200
105563;200
105674;200
105718;200
106229;200
106668;200
106968;200
107059;200
107087;200
107132;200
107199;200
107447;200
107526;200
107607;200
107710;200
107923;200
108129;200
108292;200
108699;200
109105;200
109650;200
109726;200
109790;200
110245;200
110298;200
110327;200
110389;200
110465;200
110816;200
110975;200
111277;200
111407;200
111727;200
111905;200
112081;200
112477;200
112706;200
112992;200
113046;200
113213;200
113569;200
113626;200
113918;200
113991;200
114056;200
114182;200
114182;400
114637;200
114712;200
114764;200
114826;200
114888;200
114974;200
114974;400
115540;200
115637;200
115699;200
115736;200
115788;200
115865;200
115932;200
116004;200
116102;200
116190;200
116314;200
116408;200
116559;200
116642;200
116739;200
116875;200
116961;200
117070;200
117697;200
117697;400
118341;200
118492;200
118539;200
118609;200
118688;200
118789;200
118896;200
118971;200
119103;200
119179;200
119289;200
119340;200
119448;200
119540;200
119616;200
119766;200
119834;200
119937;200
120094;200
120223;200
120294;200
120450;200
120544;200
120931;200
121004;200
121080;200
121151;200
122703;200
122703;400
123311;200
123368;200
123415;200
123473;200
123544;200
123752;200
123817;200
124201;200
124309;200
124309;400
125024;200
125091;200
125126;200
125165;200
125205;200
125286;200
125333;200
125363;200
125468;200
125546;200
125546;400
126164;200
126188;200
126254;200
126314;200
126353;200
126411;200
126476;200
126551;200
126606;200
127004;200
127118;200
127184;200
127232;200
127283;200
127333;200
127464;200
127507;200
127542;200
127636;200
127713;200
127713;400
128210;200
128291;200
128312;200
128344;200
128400;200
128464;200
128553;200
128660;200
128699;200
128884;200
128966;200
128992;200
129066;200
129144;200
129221;200
129300;200
129810;200
129936;200
129976;200
130015;200
130029;200
130085;200
130122;200
130194;200
130229;200
130280;200
130346;200
130398;200
130491;200
130564;200
130657;200
130757;200
130857;200
131037;200
131194;200
131281;200
131349;200
131422;200
131548;200
131668;200
131730;200
131824;200
131926;200
132016;200
132179;200
132259;200
132259;400
132774;200
132880;200
132941;200
132976;200
133017;200
133054;200
133094;200
133187;200
133272;200
133442;200
133548;200
133609;200
133662;200
133720;200
134060;200
134116;200
134216;200
134288;200
134375;200
134448;200
134531;200
134633;200
134764;200
134843;200
134924;200
135327;200
135413;200
135496;200
136011;200
136074;200
137180;200
137290;200
137368;200
137439;200
137491;200
137600;200
137666;200
138077;200
138172;200
138203;200
138399;200
138399;400
138913;200
138913;400
139471;200
139548;200
139554;200
139594;200
139679;200
139725;200
139770;200
139829;200
139863;200
139928;200
139995;200
140079;200
140174;200
140174;400
140261;200
140802;200
140875;200
140917;200
140971;200
141020;200
141050;200
141109;200
141180;200
141230;200
141352;200
141407;200
141471;200
141549;200
141624;200
141686;200
141765;200
141856;200
141914;200
142048;200
142106;200
142193;200
142299;200
142661;200
143010;200
143065;200
143114;200
143196;200
143623;200
143716;200
143716;400
144291;200
144364;200
144422;200
144439;200
144470;200
144500;200
144587;200
144679;200
144713;200
144797;200
144901;200
144979;200
145070;200
145155;200
145318;200
145318;400
146146;200
146207;200
146240;200
146285;200
146304;200
146361;200
146506;200
146650;200
146702;200
146762;200
146877;200
146956;200
147097;200
147267;200
147320;200
147406;200
147485;200
147485;400
147949;200
148043;200
148096;200
148163;200
148305;200
148357;200
148415;200
148430;200
148513;200
148618;200
148712;200
148763;200
148836;200
148920;200
149003;200
149119;200
149217;200
149394;200
149987;200
150086;200
150195;200
150195;400
150745;200
150826;200
150869;200
150955;200
151002;200
151050;200
151113;200
151692;200
151812;200
151873;200
151948;200
152027;200
152060;200
152127;200
152205;200
152538;200
152601;200
153990;200
154086;200
154140;200
154201;200
154257;200
154911;200
155039;200
155087;200
155115;200
155128;200
155166;200
155247;200
155331;200
155784;200
155827;200
155898;200
155944;200
156251;200
156251;400
157007;200
157105;200
157105;400
157654;200
157710;200
157782;200
157883;200
157943;200
158095;200
158283;200
158394;200
158912;200
158981;200
159039;200
159086;200
159148;200
159222;200
159284;200
159355;200
159431;200
159450;200
159509;200
159591;200
159673;200
159750;200
159839;200
159950;200
160053;200
160184;200
160217;200
160470;200
161988;200
161988;400
162063;200
162533;200
162660;200
162754;200
162792;200
162844;200
162982;200
164203;200
164277;200
164969;200
165021;200
165096;200
165167;200
165246;200
165338;200
165842;200
165997;200
166218;200
168864;200
170107;200
170716;200
171387;200
171655;200
172548;200
172548;400
173336;200
173336;400
173913;200
173913;400
174003;200
174541;200
174605;200
174647;200
174726;200
174784;200
174854;200
174996;200
175071;200
175150;200
175293;200
175327;200
175571;200
175571;400
176339;200
176439;200
176439;400
177960;200
177960;400
179712;200
179770;200
179808;200
180896;200
180896;400
181839;200
182180;200
182232;200
182281;200
182335;200
182410;200
182497;200
182610;200
183579;200
183662;200
183699;200
184175;200
184509;200
184509;400
185062;200
185176;200
185375;200
186204;200
186271;200
186418;200
186624;200
188810;200
189524;200
189524;400
190123;200
191352;200
192274;200
194834;200
196455;200
196455;400
197232;200
198903;200
199225;200
199371;200
200109;200
200433;200
200702;200
201264;200
201732;200
201793;200
201850;200
202836;200
202916;200
204470;200
204820;200
207372;200
207372;400
207416;200
207426;200
207923;200
208036;200
208097;200
208185;200
208259;200
208971;200
209313;200
211089;200
211089;400
211089;999
