time_stamp;event
92525;200
92676;200
92844;200
93249;200
93504;200
94331;200
94868;200
95065;200
95065;400
95502;200
95628;200
95628;400
96011;200
96077;200
96119;200
96189;200
96265;200
96357;200
96520;200
96591;200
96614;200
96662;200
96695;200
96787;200
96888;200
96964;200
97568;200
97568;400
98077;200
98189;200
98271;200
98480;200
98480;400
99765;200
99992;200
100053;200
100247;200
100317;200
100417;200
100635;200
100635;400
101161;200
101276;200
101331;200
101697;200
101859;200
101910;200
102050;200
102233;200
102448;200
103519;200
103519;400
104215;200
104343;200
104676;200
104964;200
105074;200
105786;200
105870;200
106701;200
107468;200
107468;400
108005;200
108058;200
108083;200
108228;200
108287;200
108336;200
109319;200
109600;200
109844;200
109917;200
109997;200
110065;200
110182;200
110407;200
110700;200
110847;200
110967;200
112084;200
112265;200
113108;200
113597;200
113597;400
114229;200
114457;200
114532;200
115664;200
115888;200
116062;200
116175;200
116295;200
116361;200
117690;200
117800;200
117935;200
118754;200
118877;200
119033;200
119100;200
119229;200
119351;200
119517;200
119736;200
120375;200
120951;200
121147;200
121217;200
121312;200
121487;200
121526;200
121686;200
121772;200
122060;200
123304;200
124634;200
124634;400
125097;200
125097;400
125627;200
125686;200
125730;200
125777;200
125826;200
126018;200
126080;200
126317;200
126384;200
126413;200
126467;200
126577;200
126732;200
127125;200
127186;200
127324;200
127383;200
127524;200
127570;200
127615;200
128037;200
128255;200
128450;200
128647;200
129495;200
129601;200
129601;400
130110;200
130244;200
130404;200
130450;200
130507;200
130692;200
130739;200
130859;200
130859;400
131516;200
131585;200
131644;200
131702;200
131766;200
131815;200
131893;200
131992;200
132173;200
132283;200
132395;200
132482;200
132482;400
132994;200
133124;200
133143;200
133180;200
133241;200
133365;200
133365;400
133865;200
133977;200
134016;200
134088;200
134172;200
134334;200
134388;200
134581;200
134657;200
134787;200
134942;200
135026;200
135294;200
135398;200
135756;200
135914;200
136028;200
136209;200
136209;400
136823;200
136921;200
136937;200
136963;200
136996;200
137086;200
137194;200
137309;200
137429;200
137520;200
137691;200
137883;200
138118;200
138275;200
138420;200
138420;400
138910;200
138992;200
139047;200
139122;200
139202;200
139324;200
139466;200
139561;200
139668;200
139719;200
139906;200
140024;200
140179;200
140348;200
140637;200
140707;200
140802;200
140901;200
141122;200
141278;200
141570;200
141863;200
142126;200
142126;400
142734;200
142843;200
142920;200
143008;200
143121;200
143274;200
143335;200
143429;200
143510;200
143623;200
143780;200
143929;200
144134;200
144708;200
144898;200
144997;200
145150;200
145200;200
145288;200
145766;200
145847;200
145902;200
146038;200
146162;200
146297;200
146483;200
147366;200
147535;200
147633;200
147719;200
147935;200
148023;200
148258;200
148258;400
148869;200
149028;200
149074;200
149108;200
149192;200
149258;200
149355;200
149436;200
149540;200
149778;200
150125;200
150125;400
150650;200
151149;200
151357;200
151430;200
151512;200
151809;200
151866;200
153281;200
153281;400
153810;200
154128;200
154128;400
154826;200
154889;200
154938;200
155055;200
155124;200
155235;200
155331;200
155463;200
155624;200
156009;200
156525;200
156936;200
157640;200
157705;200
157777;200
159571;200
159571;400
160157;200
160279;200
160324;200
160506;200
160695;200
161695;200
161767;200
161864;200
162004;200
162186;200
163723;200
163954;200
164276;200
164395;200
164548;200
164898;200
169636;200
169821;200
169821;400
170508;200
170552;200
170610;200
170752;200
170796;200
170858;200
171033;200
171033;400
171848;200
171894;200
171956;200
172018;200
172063;200
172149;200
172203;200
172341;200
172405;200
172493;200
172600;200
172755;200
172818;200
173097;200
173295;200
173295;400
174052;200
174052;400
174682;200
174771;200
174815;200
174864;200
174934;200
175045;200
175101;200
175239;200
175281;200
175348;200
175457;200
175532;200
175664;200
175746;200
175789;200
176072;200
177276;200
177276;400
177929;200
178174;200
178306;200
178361;200
178571;200
178675;200
179027;200
179441;200
179743;200
179840;200
179902;200
180012;200
180114;200
180845;200
180999;200
181976;200
181976;400
182488;200
182606;200
182837;200
182953;200
183431;200
183587;200
183675;200
183757;200
183864;200
184007;200
184268;200
184478;200
184565;200
184740;200
184852;200
185030;200
185320;200
185655;200
185655;400
186143;200
186143;400
186792;200
186880;200
186959;200
186959;400
187624;200
187725;200
187814;200
187863;200
187875;200
187918;200
187978;200
188034;200
188144;200
188144;400
188840;200
188902;200
188983;200
189032;200
189109;200
189291;200
189332;200
189454;200
189490;200
189611;200
189660;200
189738;200
189820;200
189820;400
190403;200
190467;200
190492;200
190575;200
190606;200
190699;200
190810;200
190877;200
190986;200
191092;200
191184;200
191385;200
191537;200
191605;200
191753;200
191961;200
192613;200
192720;200
193445;200
193527;200
193972;200
194396;200
196062;200
196062;400
196722;200
197258;200
197578;200
197637;200
197675;200
197837;200
197900;200
197974;200
198398;200
198489;200
198630;200
198771;200
199155;200
200553;200
201029;200
201143;200
201228;200
203058;200
203141;200
203430;200
203717;200
204880;200
205075;200
206226;200
207171;200
207171;400
207735;200
207795;200
207866;200
207957;200
208041;200
208148;200
208275;200
208329;200
208483;200
208597;200
208697;200
208811;200
208970;200
209137;200
209262;200
209595;200
210269;200
210269;400
210269;999
